person,categoria,genero,agno_nacimiento
Matías del Solar,Deporte,masculino,1975
Cristián Escalante,Deporte,masculino,1976
Cristián Leiva,Deporte,masculino,1976
Ricardo Queraltó,Deporte,masculino,1976
Alejandro González Pareja,Deporte,masculino,1977
Axel Ahumada,Deporte,masculino,1977
Jaime García Arévalo,Deporte,masculino,1977
Paolo Vivar,Deporte,masculino,1977
Sergio Valdés (rugbier),Deporte,masculino,1978
Mauricio Cataldo,Deporte,masculino,1979
Adolfo Ovalle Wood,Deporte,masculino,1970
Juan Carlos Muñoz,Deporte,masculino,1970
Marcelo Caro,Deporte,masculino,1971
Mauricio Illesca,Deporte,masculino,1971
Andrés Acuña,Deporte,masculino,1972
Hugo Bravo,Deporte,masculino,1972
Héctor Santibañez,Deporte,masculino,1972
José Yates,Deporte,masculino,1972
Freddy Ferragut,Deporte,masculino,1974
Carlos Verdugo,Deporte,masculino,1975
Jaime Prohens,Deporte,masculino,1975
Juan Carlos Madrid,Deporte,masculino,1975
Luis Rojas Keim,Deporte,masculino,1975
Luis Ignacio Rosselot,Deporte,masculino,1976
Mauricio Dinamarca,Deporte,masculino,1976
Darwin Pérez,Deporte,masculino,1977
Juan Francisco Galli Basili,Deporte,masculino,1977
Rodrigo Moreno Piazolli,Deporte,masculino,1977
Víctor González Cortés,Deporte,masculino,1977
Iván Sepúlveda,Deporte,masculino,1978
Marco Bautista,Deporte,masculino,1978
Ramón Rojas,Deporte,masculino,1978
Cristián Mackenna,Deporte,masculino,1979
Héctor Águila,Deporte,masculino,1979
Mike Terence Elliot Stambuk,Deporte,masculino,1979
Patricio Neira,Deporte,masculino,1979
César Muena,Deporte,masculino,1970
Erwin Durán Santander,Deporte,masculino,1970
Juan Manuel Silva,Deporte,masculino,1970
Luis Medina Arévalo,Deporte,masculino,1970
Malcom Moyano,Deporte,masculino,1970
Manuel Vicuña,Deporte,masculino,1970
Nelson Lizana,Deporte,masculino,1970
Nelson Sandoval,Deporte,masculino,1970
Peter Valdés,Deporte,masculino,1970
Claudio Puga,Deporte,masculino,1971
Danilo Ormeño,Deporte,masculino,1971
Pablo Peñailillo,Deporte,masculino,1971
Ramón Ibarra (automovilista),Deporte,masculino,1971
Marcelo Jara,Deporte,masculino,1972
Patricio Briones,Deporte,masculino,1972
Hugo Balladares,Deporte,masculino,1973
Rodrigo Pinto Jerez,Deporte,masculino,1973
Jorge Egger,Deporte,masculino,1974
Luis Landeros,Deporte,masculino,1974
Alex Whiteley,Deporte,masculino,1975
Cristián Tapia,Deporte,masculino,1975
César Yáñez,Deporte,masculino,1975
Jaime Caro,Deporte,masculino,1975
Alejandro Tello,Deporte,masculino,1976
Carmelo Vega,Deporte,masculino,1976
Esteban Mancilla,Deporte,masculino,1976
Luis Vásquez,Deporte,masculino,1976
Marco Muñoz,Deporte,masculino,1976
Mauricio Tampe,Deporte,masculino,1976
Carlos Torres,Deporte,masculino,1977
Fredy Segura,Deporte,masculino,1977
Jorge Baeza,Deporte,masculino,1977
José Contreras Cortés,Deporte,masculino,1977
Nelson Garrido,Deporte,masculino,1977
Sebastián Palma,Deporte,masculino,1977
Jaime Rubilar,Deporte,masculino,1978
Oscar Fabián Ibarra,Deporte,masculino,1978
Sergio Salas,Deporte,masculino,1978
Yerko Darlic,Deporte,masculino,1978
Alexis Nahuelquén,Deporte,masculino,1979
Hans Gómez,Deporte,masculino,1979
Horacio Del Valle,Deporte,masculino,1979
Patricio Martínez Chavez,Deporte,masculino,1979
Kristel Köbrich,Deporte,femenino,1985
Karen Gallardo,Deporte,femenino,1984
María José Rojas,Deporte,femenino,1987
Natalia Duco,Deporte,femenino,1989
Daniela Pardo,Deporte,femenino,1988
Natalia Romero Jaramillo,Deporte,femenino,1980
Paola Muñoz,Deporte,femenino,1986
Bárbara Riveros,Deporte,femenino,1987
Carla Guerrero,Deporte,femenino,1987
Macarena Reyes,Deporte,femenino,1984
María Mardones,Deporte,femenino,1989
Ziomara Morrison,Deporte,femenino,1989
María Belén Carvajal,Deporte,femenino,1983
Faby Apache,Deporte,femenino,1980
Andrea Koch,Deporte,femenino,1985
Claudia Schüler,Deporte,femenino,1987
María Fernanda Mackenna,Deporte,femenino,1986
Nathalie Quezada,Deporte,femenino,1989
Simona Castro,Deporte,femenino,1989
Carolina Rodríguez,Deporte,femenino,1983
Nicole Perrot,Deporte,femenino,1983
Karen Roco,Deporte,femenino,1986
Elizabeth Poblete,Deporte,femenino,1987
Catherine Peñán,Deporte,femenino,1989
Natalie Lubascher,Deporte,femenino,1989
Javiera Villagra Lira,Deporte,femenino,1983
Gianna Cunazza,Deporte,femenino,1984
Carolina Armijo,Deporte,femenino,1987
Fernanda Urrea,Deporte,femenino,1988
Paula Silva,Deporte,femenino,1988
Valentina Lefort,Deporte,femenino,1988
Cyntia Aguilar,Deporte,femenino,1989
Rocío Yáñez,Deporte,femenino,1984
Bernardita Pizarro,Deporte,femenino,1985
Valentina Carvallo,Deporte,femenino,1985
Makarena Pinto,Deporte,femenino,1988
Rebecca Silva,Deporte,femenino,1988
Karla Ureta,Deporte,femenino,1989
María Moya,Deporte,femenino,1989
Trinidad Segura,Deporte,femenino,1989
Arturo Vidal,Deporte,masculino,1987
Alexis Sánchez,Deporte,masculino,1988
Claudio Bravo,Deporte,masculino,1983
Gary Medel,Deporte,masculino,1987
Mauricio Isla,Deporte,masculino,1988
Eduardo Vargas,Deporte,masculino,1989
Jean Beausejour,Deporte,masculino,1984
Fernando González,Deporte,masculino,1980
Jorge Valdivia,Deporte,masculino,1983
Matías Fernández,Deporte,masculino,1986
Gonzalo Jara,Deporte,masculino,1985
Charles Aránguiz,Deporte,masculino,1989
Mark González,Deporte,masculino,1984
Carlos Carmona Tello,Deporte,masculino,1987
Mauricio Pinilla,Deporte,masculino,1984
Marcelo Díaz,Deporte,masculino,1986
Humberto Suazo,Deporte,masculino,1981
Fabián Orellana,Deporte,masculino,1986
Esteban Paredes,Deporte,masculino,1980
Eugenio Mena,Deporte,masculino,1988
Rodrigo Millar,Deporte,masculino,1981
Francisco Silva Gajardo,Deporte,masculino,1986
Marco Estrada,Deporte,masculino,1983
José Pedro Fuenzalida,Deporte,masculino,1985
Pedro Pablo Hernández,Deporte,masculino,1986
Johnny Herrera,Deporte,masculino,1981
Gonzalo Fierro,Deporte,masculino,1983
Miguel Pinto,Deporte,masculino,1983
Waldo Ponce,Deporte,masculino,1982
José Rojas,Deporte,masculino,1983
Cristopher Toselli,Deporte,masculino,1988
Junior Fernandes,Deporte,masculino,1988
Ismael Fuentes,Deporte,masculino,1981
Luis Jiménez,Deporte,masculino,1984
Edson Puch,Deporte,masculino,1986
Manuel Iturra,Deporte,masculino,1984
Pedro Morales,Deporte,masculino,1985
Luis Marín Barahona,Deporte,masculino,1983
Paul Capdeville,Deporte,masculino,1983
Paulo Garcés,Deporte,masculino,1984
Jaime Valdés,Deporte,masculino,1981
Claudio Maldonado Rivera,Deporte,masculino,1980
Marcos González Salazar,Deporte,masculino,1980
Alexis Norambuena,Deporte,masculino,1984
Cristián Álvarez,Deporte,masculino,1980
Milovan Mirosevic,Deporte,masculino,1980
José Luis Villanueva,Deporte,masculino,1981
Julio Peralta,Deporte,masculino,1981
Cristóbal Jorquera,Deporte,masculino,1988
Carlos Muñoz Rojas,Deporte,masculino,1989
Sebastián Pardo,Deporte,masculino,1982
Nicolás Canales,Deporte,masculino,1985
Carlos Villanueva,Deporte,masculino,1986
Sebastián Pinto,Deporte,masculino,1986
Hans Podlipnik,Deporte,masculino,1988
Héctor Mancilla,Deporte,masculino,1980
Miguel Riffo,Deporte,masculino,1981
César Cortés,Deporte,masculino,1984
Osvaldo González,Deporte,masculino,1984
Roberto Cereceda,Deporte,masculino,1984
Francisco Astaburuaga Cienfuegos,Política,masculino,1817
Joaquín Larraín Gandarillas,Política,masculino,1822
Francisco Vargas Fontecilla,Política,masculino,1824
Melchor de Concha y Toro,Política,masculino,1833
Luis Aldunate Carrera,Política,masculino,1842
Enrique Mac Iver,Política,masculino,1844
Fernando Alessandri,Política,masculino,1897
Julio Durán,Política,masculino,1918
Hugo Ballesteros Reyes,Política,masculino,1931
Arturo Frei Bolívar,Política,masculino,1939
Carlos Larraín,Política,masculino,1942
José Antonio Viera-Gallo,Política,masculino,1943
Jovino Novoa,Política,masculino,1945
Mario Fernández Baeza,Política,masculino,1947
Teodoro Ribera,Política,masculino,1958
Claudio Orrego,Política,masculino,1966
Patricio Walker,Política,masculino,1969
Jaime Bassa,Política,masculino,1977
Diego Paulsen,Política,masculino,1987
Roberto Viaux,Cultura & Ciencia,masculino,1917
Ignacio de la Carrera,Otro,masculino,1745
Luis De la Cruz,Otro,masculino,1768
Adolfo Holley,Otro,masculino,1833
Eleuterio Ramírez,Otro,masculino,1836
Alejandro Gorostiaga,Otro,masculino,1840
Ignacio Carrera Pinto,Otro,masculino,1848
Policarpo Toro,Otro,masculino,1856
Luis Gómez Carreño,Otro,masculino,1865
Arturo Puga,Otro,masculino,1878
Ismael Huerta Díaz,Otro,masculino,1916
Hugo Salas Wenzel,Otro,masculino,1935
Raúl Iturriaga Neumann,Otro,masculino,1938
Miguel Krassnoff,Otro,masculino,1946
Juan Emilio Cheyre,Otro,masculino,1947
Enrique Molina Garmendia,Cultura & Ciencia,masculino,1871
Roberto Torretti,Cultura & Ciencia,masculino,1930
Horst Paulmann,Otro,masculino,1935
Francisco Javier Errázuriz Talavera,Otro,masculino,1942
Álvaro Saieh,Otro,masculino,1949
Andrónico Luksic Craig,Otro,masculino,1954
José Aldunate,Otro,masculino,1917
Camilo Catrillanca,Otro,masculino,1994
Bernhard Eunom Philippi,Política,masculino,1811
Eulogio Altamirano Aracena,Política,masculino,1835
Augusto Matte Pérez,Política,masculino,1843
Samuel del Campo,Política,masculino,1882
Ernesto Balmaceda Bello,Política,masculino,1887
Eduardo Cruz-Coke,Política,masculino,1899
Enrique Campos Menéndez,Política,masculino,1914
José Florencio Guzmán,Política,masculino,1929
Edmundo Pérez Yoma,Política,masculino,1939
Rodrigo González Torres,Política,masculino,1941
Francisco Vidal,Política,masculino,1953
Camilo Escalona,Política,masculino,1955
Alfredo Moreno,Política,masculino,1956
Sergio Coronado,Política,masculino,1970
Manuel Larraín Errázuriz,Otro,masculino,1900
Eladio Vicuña Aránguiz,Otro,masculino,1911
Jorge Hourton,Otro,masculino,1926
Carlos Camus,Otro,masculino,1927
Manuel Camilo Vial Risopatrón,Otro,masculino,1935
Guillermo Patricio Vera Soto,Otro,masculino,1958
Francisco Javier Stegmeier Schmidlin,Otro,masculino,1962
Alejandro Cicarelli,Cultura & Ciencia,masculino,1808
Guillermo Blest Gana,Cultura & Ciencia,masculino,1829
Eduardo de la Barra,Cultura & Ciencia,masculino,1839
José Miguel Blanco,Cultura & Ciencia,masculino,1839
Adolfo Rivadeneyra,Cultura & Ciencia,masculino,1841
Vicente Grez,Cultura & Ciencia,masculino,1847
Juan Rafael Allende,Cultura & Ciencia,masculino,1848
Alberto Orrego Luco,Cultura & Ciencia,masculino,1854
Virginio Arias,Cultura & Ciencia,masculino,1855
José Tomás Errázuriz,Cultura & Ciencia,masculino,1856
Álvaro Casanova Zenteno,Cultura & Ciencia,masculino,1857
Alfredo Helsby,Cultura & Ciencia,masculino,1862
Samuel Lillo,Cultura & Ciencia,masculino,1870
Pedro Reszka Moreau,Cultura & Ciencia,masculino,1872
Alberto Edwards Vives,Cultura & Ciencia,masculino,1874
Max Jara,Cultura & Ciencia,masculino,1884
Juan Brüggen Messtorff,Cultura & Ciencia,masculino,1887
Benito Rebolledo,Cultura & Ciencia,masculino,1890
Hernán Díaz Arrieta,Cultura & Ciencia,masculino,1891
Daniel de la Vega,Cultura & Ciencia,masculino,1892
Renato Zanelli,Cultura & Ciencia,masculino,1892
Tótila Albert Schneider,Cultura & Ciencia,masculino,1892
Pedro Sienna,Cultura & Ciencia,masculino,1893
Sady Zañartu,Cultura & Ciencia,masculino,1893
Carlos Borcosque,Cultura & Ciencia,masculino,1894
Rodolfo Oroz,Cultura & Ciencia,masculino,1895
Rafael Frontaura de la Fuente,Cultura & Ciencia,masculino,1896
José Santos González Vera,Cultura & Ciencia,masculino,1897
Salvador Reyes Figueroa,Cultura & Ciencia,masculino,1899
Arturo Aldunate Phillips,Cultura & Ciencia,masculino,1902
Benjamín Subercaseaux,Cultura & Ciencia,masculino,1902
Eugenio Pereira Salas,Cultura & Ciencia,masculino,1904
Roberto Rey,Cultura & Ciencia,masculino,1905
Gregorio de la Fuente,Cultura & Ciencia,masculino,1910
Mario Carreño Morales,Cultura & Ciencia,masculino,1913
Rodolfo Onetto,Cultura & Ciencia,masculino,1913
Alberto Baeza Flores,Cultura & Ciencia,masculino,1914
Eduardo Alcaraz,Cultura & Ciencia,masculino,1915
Nemesio Antúnez,Cultura & Ciencia,masculino,1918
José Venturelli,Cultura & Ciencia,masculino,1924
Sergio Vodanovic,Cultura & Ciencia,masculino,1926
Enrique Lafourcade,Cultura & Ciencia,masculino,1927
Jorge Peña Hen,Cultura & Ciencia,masculino,1928
José Miguel Varas,Cultura & Ciencia,masculino,1928
Mauricio Rosenmann Taub,Cultura & Ciencia,masculino,1932
Alfonso Márquez de la Plata,Cultura & Ciencia,masculino,1933
José Vicente Asuar,Cultura & Ciencia,masculino,1933
Renzo Pecchenino (Lukas),Cultura & Ciencia,masculino,1934
Hernán Valdés,Cultura & Ciencia,masculino,1934
Jorge Teillier,Cultura & Ciencia,masculino,1935
Cirilo Vila,Cultura & Ciencia,masculino,1937
Patricio Castillo,Cultura & Ciencia,masculino,1940
Eduardo Barril,Cultura & Ciencia,masculino,1941
Marcelo Romo Romo,Cultura & Ciencia,masculino,1941
Julio Jung,Cultura & Ciencia,masculino,1942
Manuel Silva Acevedo,Cultura & Ciencia,masculino,1942
Willy Oddó,Cultura & Ciencia,masculino,1943
Omar Saavedra Santis,Cultura & Ciencia,masculino,1944
Carlos Miranda,Cultura & Ciencia,masculino,1945
Orlando Lübbert,Cultura & Ciencia,masculino,1945
Mario Mutis,Cultura & Ciencia,masculino,1947
Sergio Infante,Cultura & Ciencia,masculino,1947
Mauricio Pešutić,Cultura & Ciencia,masculino,1948
Eduardo Gatti,Cultura & Ciencia,masculino,1949
Arturo Fontaine Talavera,Cultura & Ciencia,masculino,1952
Jaime de Aguirre,Cultura & Ciencia,masculino,1952
Carlos Aránguiz,Cultura & Ciencia,masculino,1953
Francisco Reyes,Cultura & Ciencia,masculino,1954
Fernando Ubiergo,Cultura & Ciencia,masculino,1955
Gonzalo Justiniano,Cultura & Ciencia,masculino,1955
Marcel Claude,Cultura & Ciencia,masculino,1957
Alejandro Trejo,Cultura & Ciencia,masculino,1959
Pablo Simonetti,Cultura & Ciencia,masculino,1961
Renato Munster,Cultura & Ciencia,masculino,1962
Esteban Valenzuela,Cultura & Ciencia,masculino,1964
Daniel Muñoz,Cultura & Ciencia,masculino,1966
Leonardo Farkas,Cultura & Ciencia,masculino,1967
Rodrigo Rojas de Negri,Cultura & Ciencia,masculino,1967
Marcelo Alonso,Cultura & Ciencia,masculino,1969
Roberto Farías,Cultura & Ciencia,masculino,1969
Luciano Cruz-Coke,Cultura & Ciencia,masculino,1970
Alejandro Fernández Almendras,Cultura & Ciencia,masculino,1971
Inti Briones,Cultura & Ciencia,masculino,1971
Pedro Peirano,Cultura & Ciencia,masculino,1971
Francisco Ortega (escritor),Cultura & Ciencia,masculino,1974
Pablo Jofré,Cultura & Ciencia,masculino,1974
Rodrigo Bascuñán,Cultura & Ciencia,masculino,1976
Koko,Cultura & Ciencia,masculino,1977
Ernesto Díaz Espinoza,Cultura & Ciencia,masculino,1978
Gonzalo Valenzuela,Cultura & Ciencia,masculino,1978
Leo Rey,Cultura & Ciencia,masculino,1979
Héctor Morales Bettancourt,Cultura & Ciencia,masculino,1980
Álvaro Gómez,Cultura & Ciencia,masculino,1980
Cristián Arriagada,Cultura & Ciencia,masculino,1981
Chinoy,Cultura & Ciencia,masculino,1982
Gonzalo Andrés Luanko,Cultura & Ciencia,masculino,1987
Karol Lucero,Cultura & Ciencia,masculino,1987
DrefQuila,Cultura & Ciencia,masculino,1997
Carlos Anwandter,Cultura & Ciencia,masculino,1801
José Joaquín Aguirre,Cultura & Ciencia,masculino,1822
Francisco Hudson,Cultura & Ciencia,masculino,1826
Pedro Lucio Cuadra,Cultura & Ciencia,masculino,1842
Max Westenhofer,Cultura & Ciencia,masculino,1871
Esteban Orlando Harrington,Cultura & Ciencia,masculino,1873
José Luis Sánchez Besa,Cultura & Ciencia,masculino,1879
Manuel Guerrero,Cultura & Ciencia,masculino,1896
Edgardo Enríquez,Cultura & Ciencia,masculino,1912
Emilio Duhart,Cultura & Ciencia,masculino,1917
Edmundo Pisano Valdés,Cultura & Ciencia,masculino,1919
Roberto Donoso-Barros,Cultura & Ciencia,masculino,1921
Pedro Vuskovic,Cultura & Ciencia,masculino,1924
Gabriel Guarda,Cultura & Ciencia,masculino,1928
Sergio Bitar,Cultura & Ciencia,masculino,1940
Enrique Arancibia Clavel,Cultura & Ciencia,masculino,1944
Jorge Jiménez de la Jara,Cultura & Ciencia,masculino,1944
Alejandro Rojas Wainer,Cultura & Ciencia,masculino,1945
José Bengoa Cabello,Cultura & Ciencia,masculino,1945
Alfredo Sfeir Younis,Cultura & Ciencia,masculino,1947
José Maza Sancho,Cultura & Ciencia,masculino,1948
Enrique Paris,Cultura & Ciencia,masculino,1948
Juan Carlos Latorre,Cultura & Ciencia,masculino,1949
Luis Eduardo González,Cultura & Ciencia,masculino,1949
Gustavo Marín,Cultura & Ciencia,masculino,1950
Eric Goles,Cultura & Ciencia,masculino,1951
Gunther Uhlmann,Cultura & Ciencia,masculino,1952
René Cortázar,Cultura & Ciencia,masculino,1952
Sebastián soto,Cultura & Ciencia,masculino,1953
Felipe Larraín,Cultura & Ciencia,masculino,1958
Mario Marcel,Cultura & Ciencia,masculino,1959
Guido Girardi,Cultura & Ciencia,masculino,1961
Álex Figueroa,Cultura & Ciencia,masculino,1961
Rodrigo Vergara,Cultura & Ciencia,masculino,1962
Mathias Klotz,Cultura & Ciencia,masculino,1965
Marco Antonio Núñez,Cultura & Ciencia,masculino,1966
Matías Duarte,Cultura & Ciencia,masculino,1973
Felipe Kast,Cultura & Ciencia,masculino,1977
Gaspar Domínguez,Cultura & Ciencia,masculino,1988
Isidoro Errázuriz,Cultura & Ciencia,masculino,1835
Julio Martínez,Cultura & Ciencia,masculino,1923
Julio Videla,Cultura & Ciencia,masculino,1944
Antonio Vodanovic,Cultura & Ciencia,masculino,1949
Juan Pablo Cárdenas Squella,Cultura & Ciencia,masculino,1949
Pablo Squella,Cultura & Ciencia,masculino,1963
Cristián Sánchez,Cultura & Ciencia,masculino,1972
Jean Philippe Cretton,Cultura & Ciencia,masculino,1985
Émile Dubois,Otro,masculino,1867
Pepe Auth,Política,masculino,1957
Jorge Aguilar,Deporte,masculino,1985
Felipe Seymour,Deporte,masculino,1987
Hans Martínez,Deporte,masculino,1987
Josepmir Ballón,Deporte,masculino,1988
Jean Paul Pineda,Deporte,masculino,1989
Marko Biskupovic,Deporte,masculino,1989
Matías Campos,Deporte,masculino,1989
Eduardo Lobos,Deporte,masculino,1981
Hugo Droguett,Deporte,masculino,1982
Eduardo Rubio,Deporte,masculino,1983
Luis Pedro Figueroa,Deporte,masculino,1983
Fernando Meneses,Deporte,masculino,1985
Diego Alejandro Ruiz,Deporte,masculino,1980
Gustavo Canales,Deporte,masculino,1982
Albert Acevedo,Deporte,masculino,1983
Christian Vilches,Deporte,masculino,1983
Miguel Aceval,Deporte,masculino,1983
Roberto Gutiérrez,Deporte,masculino,1983
Felipe Flores Chandía,Deporte,masculino,1987
Matías Dituro,Deporte,masculino,1987
Patricio Rubio,Deporte,masculino,1987
Mauricio Viana,Deporte,masculino,1987
Gerson Acevedo,Deporte,masculino,1988
Isaac Díaz,Deporte,masculino,1988
Leandro Benegas,Deporte,masculino,1988
Paulo Magalhaes,Deporte,masculino,1989
Rodrigo Salinas Muñoz,Deporte,masculino,1989
Braulio Leal,Deporte,masculino,1981
Carlos Oyarzún,Deporte,masculino,1981
Juan Gonzalo Lorca,Deporte,masculino,1985
Tomás González,Deporte,masculino,1985
Nicolás Crovetto,Deporte,masculino,1986
Mathías Vidangossy,Deporte,masculino,1987
Nery Veloso,Deporte,masculino,1987
Juan Abarca,Deporte,masculino,1988
Lucas Domínguez,Deporte,masculino,1989
Andrés Oroz,Deporte,masculino,1980
Sebastián Miranda,Deporte,masculino,1980
Adán Vergara,Deporte,masculino,1981
Cristián Canío,Deporte,masculino,1981
Carlos Espinosa,Deporte,masculino,1982
Gabriel Vargas,Deporte,masculino,1983
Daúd Gazale,Deporte,masculino,1984
Yerson Opazo,Deporte,masculino,1984
Luis Mansilla,Deporte,masculino,1986
Ignacio Herrera,Deporte,masculino,1987
Nicolás Medina Ríos,Deporte,masculino,1987
Yasmani Acosta,Deporte,masculino,1988
Alfonso Parot,Deporte,masculino,1989
Manuel Villalobos,Deporte,masculino,1980
Alex Von-Schwedler,Deporte,masculino,1980
Leonardo Monje,Deporte,masculino,1981
Roberto Kettlun,Deporte,masculino,1981
Marco Oneto,Deporte,masculino,1982
Francisco Prieto,Deporte,masculino,1983
Boris Rieloff,Deporte,masculino,1984
Mauricio Zenteno,Deporte,masculino,1984
Alí Manouchehri,Deporte,masculino,1986
Diego Rosende,Deporte,masculino,1986
